現地コード,銘柄名(English),銘柄名,市場,業種,取扱
VEU,VANGUARD FTSE ALL-WORLD EX-US ETF,バンガード・FTSE・オールワールド(除く米国)ETF,NYSE Arca,その他,○
VFC,VF CORP,ＶＦ,NYSE,その他製造,○
VFH,VANGUARD FINANCIALS ETF,バンガード・米国金融セクターETF,NYSE Arca,その他,○
VG,VONAGE HLDGS,VONAGE HLDGS,NYSE,無線通信サービス,-
VGFO,VRTS WMC GBL ETF,VRTS WMC GBL ETF,NYSE Arca,--,-
VGI,VIRTS GBL INC FD,VIRTS GBL INC FD,NYSE,クローズドエンド型投資信託,-
VGIT,VANGUARD INTERMEDIATE-TERM TREASURY ETF,バンガード・米国中期国債ETF,NASDAQ,その他,○
VGK,Vanguard FTSE Europe ETF,バンガード・FTSE・ヨーロッパETF,NYSE Arca,その他,○
VGLT,VANGUARD LONG-TERM GOVERNMENT TREASURY ETF,バンガード・米国長期国債ET,NASDAQ,その他,○
VGM,TR FOR INVMT GRD,TR FOR INVMT GRD,NYSE,クローズドエンド型投資信託,-
VGR,VECTOR GROUP LTD,ベクター・グループ,NYSE,その他製造,○
VGSH,VANGUARD SHORT-TERM TREASURY ETF,バンガード・米国短期国債ETF,NASDAQ,その他,○
VGT,VANGUARD INFORMATION TECHNOLOGY ETF,バンガード・米国情報技術セクターETF,NYSE Arca,その他,○
VHI,VALHI INC,VALHI INC,NYSE,化学 - 特殊化学製品,-
VHT,VANGUARD HEALTH CARE ETF,バンガード・米国ヘルスケア・セクターETF,NYSE Arca,その他,○
VIA,VIACOM INC A,VIACOM INC A,NASDAQ,--,-
VIAB,VIACOM INC CLASS B,バイアコム　クラスB,NASDAQ,エンターテイメント・メディア,○
VIAV,VIAVI SOLUTIONS INC,ビアビ・ソリューションズ,NASDAQ,ネットワーク・ネットワークセキュリティ,○
VICI,VICI PROPERTIES,VICI PROPERTIES,NYSE,専門 REIT,-
VICL,VICAL INCORP ORD,VICAL INCORP ORD,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VICR,VICOR CORP,VICOR CORP,NASDAQ,半導体,-
VIDI,ETFS INTL EQTY,ETFS INTL EQTY,NYSE Arca,--,-
VIG,Vanguard Dividend Appreciation ETF,バンガード・米国増配株式ETF,NYSE Arca,その他,○
VIGI,VNGURD INTL DVND,VNGURD INTL DVND,NASDAQ,--,-
VIOG,VANGUARD S&P SMALL-CAP 600 GROWTH ETF,バンガード・S&Pスモールキャップ600グロースETF,NYSE Arca,その他,○
VIOO,VANGUARD S&P SMALL-CAP 600 ETF,バンガード・S&Pスモールキャップ600 ETF,NYSE Arca,その他,○
VIOV,VANGUARD S&P SMALL-CAP 600 VALUE ETF,バンガード・S&Pスモールキャップ600バリューETF,NYSE Arca,その他,○
VIPS,VIPSHOP HOLDINGS LIMITED ,ビップショップ・ホールディングス,NYSE,小売,○
VIRC,VIRCO MFG,VIRCO MFG,NASDAQ,事業サポート資材,-
VIRT,"VIRTU FINANCIAL, INC.",ヴァーチュ・フィナンシャル,NASDAQ,金融（証券）,○
VIS,VANGUARD INDUSTRIALS ETF,バンガード・米国資本財・サービス・セクターETF,NYSE Arca,その他,○
VITA,VITA,VITA,NASDAQ,--,-
VIV,TELEFON BRAS ADR,TELEFON BRAS ADR,NYSE,総合通信サービス,-
VIVE,VIVEVE MEDIC ORD,VIVEVE MEDIC ORD,NASDAQ,先端医療機器 & テクノロジー,-
VIVO,MERIDIAN BIOSCI,MERIDIAN BIOSCI,NASDAQ,医療機器 / 医療用品 & ディストリビューター,-
VIXM,PRSH VIX MID FUT,PRSH VIX MID FUT,NYSE Arca,--,-
VIXY,PROSHRS TRST II,PROSHRS TRST II,NYSE Arca,--,-
VJET,VOXELJET AG,ウ゛ォクセルジェット,NYSE,コンピュータ関連,○
VKQ,INVSC MNCPL TRST,INVSC MNCPL TRST,NYSE,クローズドエンド型投資信託,-
VKTX,VIKING THERPTCS,VIKING THERPTCS,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VLGEA,VIL SUPERMKT A,VIL SUPERMKT A,NASDAQ,小売 - 食品販売 & 流通,-
VLO,VALERO ENERGY CORP,バレロ・エナジー,NYSE,石油・ガス・パイプライン,○
VLRS,CTRLD VL CMP AVN,CTRLD VL CMP AVN,NYSE,空運業,-
VLRX,VALERITAS HOLDNG,VALERITAS HOLDNG,NASDAQ,医療機器 / 医療用品 & ディストリビューター,-
VLRX,VALERITAS HOLDNG,VALERITAS HOLDNG,NASDAQ,--,-
VLT,BENFL INST IN II,BENFL INST IN II,NYSE,クローズドエンド型投資信託,-
VLU,SPDR SP 1500 VLU,SPDR SP 1500 VLU,NYSE Arca,--,-
VLY,VLY NATL BNCP,VLY NATL BNCP,NYSE,銀行,-
VMBS,VANGUARD MORTGAGE-BACKED SECURITIES ETF,バンガード・米国モーゲージ担保証券ETF,NASDAQ,その他,○
VMC,VULCAN MATERIALS CO,ヴァルカン・マテリアルズ,NYSE,その他製造,○
VMI,VALMONT INDUSTRS,VALMONT INDUSTRS,NYSE,建設業 - 資材 & 設備,-
VMO,BENEFCL INTR INV,BENEFCL INTR INV,NYSE,クローズドエンド型投資信託,-
VMW,"VMWARE, INC.",ＶＭウエア,NYSE,ソフトウェア・ソフトウェアサービス,○
VNCE,VINCE HOLDING CORP,ヴィンス,NYSE,その他,○
VNCR,VNCR,VNCR,NYSE,--,-
VNDA,VANDA PHARMA,VANDA PHARMA,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VNE WI,VEONEER INC WI,VEONEER INC WI,NYSE,--,-
VNET,21VIANET GRP ADR,21VIANET GRP ADR,NASDAQ,IT サービス & コンサルティング,-
VNLA,JNS HNDN DUR ETF,JNS HNDN DUR ETF,NYSE Arca,--,-
VNM,VanEck Vectors Vietnam ETF,ヴァンエック・ベクトル・ベトナムETF,NYSE Arca,その他,○
VNO,VORNADO REALTY,VORNADO REALTY,NYSE,商業 REIT,-
VNQ,VANGUARD RL EST,VANGUARD RL EST,NYSE Arca,--,-
VNQI,VNG GLB RL EST,VNG GLB RL EST,NASDAQ,--,-
VNTR,VENATR MATERIALS,VENATR MATERIALS,NYSE,化学 - 特殊化学製品,-
VO,VANGUARD MID-CAP ETF,バンガード・米国ミッドキャップETF,NYSE Arca,その他,○
VOD,VODAFONE GROUP PUBLIC LIMITED COMPANY,ボーダフォン・グループ,NASDAQ,通信関連,○
VOE,VANGUARD MID-CAP VALUE ETF,バンガード・米国ミッドキャップ・バリューETF,NYSE Arca,その他,○
VONE,VANGUARD RUSSELL 1000 ETF,バンガード・ラッセル1000 ETF,NASDAQ,その他,○
VONG,VANGUARD RUSSELL 1000 GROWTH ETF,バンガード・ラッセル1000グロース株ETF,NASDAQ,その他,○
VONV,VANGUARD RUSSELL 1000 VALUE ETF,バンガード・ラッセル1000バリュー株ETF,NASDAQ,その他,○
VOO,Vanguard S&P 500 ETF ,バンガード・S&P 500 ETF,NYSE Arca,その他,○
VOOG,VANGUARD S&P 500 GROWTH ETF,バンガード・S&P500グロースETF,NYSE Arca,その他,○
VOOV,VANGUARD S&P 500 VALUE ETF,バンガード・S&P500バリューETF,NYSE Arca,その他,○
VOT,VANGUARD MID-CAP GROWTH ETF,バンガード・米国ミッドキャップ・グロースETF,NYSE Arca,その他,○
VOX,VANGUARD COMMUNICATION SERVICES ETF,バンガード・米国通信サービス・セクターETF,NYSE Arca,その他,○
VOXX,INTRNAT CORP A,INTRNAT CORP A,NASDAQ,小売 - 自動車、部品 & サービス,-
VOYA,"VOYA FINANCIAL, INC.",ボヤ・ファイナンシャル,NYSE,金融（保険）,○
VPG,VISHAY PRECSN,VISHAY PRECSN,NYSE,産業機械 & 装置,-
VPL,Vanguard FTSE Pacific ETF,バンガード・FTSE・パシフィックETF,NYSE Arca,その他,○
VPRL,VPRL,VPRL,NASDAQ,--,-
VPU,VANGUARD UTILITIES ETF,バンガード・米国公益事業セクターETF,NYSE Arca,その他,○
VPV,BNFCL INTRTL MPL,BNFCL INTRTL MPL,NYSE,クローズドエンド型投資信託,-
VR,VALIDUS HOLDINGS,VALIDUS HOLDINGS,NYSE,再保険,-
VRA,VERA BRADLEY,VERA BRADLEY,NASDAQ,アパレル & アクセサリ,-
VRAY,VIEWRAY INC,VIEWRAY INC,NASDAQ,先端医療機器 & テクノロジー,-
VRCA,VERRICA PHRMCTCL,VERRICA PHRMCTCL,NASDAQ,医薬品,-
VREX,Varex Imaging Corporation,バレックス・イメージング,NASDAQ,その他製造,○
VRI,VRI,VRI,NYSE,--,-
VRIG,INVS VRBL RT INV,INVS VRBL RT INV,NASDAQ,--,-
VRIO,VRIO CORP,VRIO CORP,NYSE,総合通信サービス,-
VRML,VERMILLION,VERMILLION,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VRNA,VERONA PHARM PLC,VERONA PHARM PLC,NASDAQ,--,-
VRNS,VARONIS SYSTEMS,VARONIS SYSTEMS,NASDAQ,ソフトウェア,-
VRNT,VERINT SYSTEMS,VERINT SYSTEMS,NASDAQ,IT サービス & コンサルティング,-
VRP,INVS VRBL RT PRF,INVS VRBL RT PRF,NYSE Arca,--,-
VRS,VERSO CORPORATIN,VERSO CORPORATIN,NYSE,紙製品,-
VRSK,VERISK ANALYTICS INC-CLASS A,ベリスク・アナリティックス,NASDAQ,金融（保険）,○
VRSN,"VERISIGN, INC.",ベリサイン,NASDAQ,ネットワーク・ネットワークセキュリティ,○
VRTS,VIRTUS INVS PART,VIRTUS INVS PART,NASDAQ,投資管理 & ファンド オペレーター,-
VRTU,VIRTUSA CORP,VIRTUSA CORP,NASDAQ,IT サービス & コンサルティング,-
VRTV,VERITIV CORP,ベリティブ,NYSE,その他製造,○
VRTX,VERTEX PHARMACEUTICALS INCORPORATED,バーテックス・ファーマシューティカルズ,NASDAQ,医薬品,○
VRX,VALEANT PHARMACEUTICALS INTE,ﾊﾞﾘｱﾝﾄ･ﾌｧｰﾏｼｭｰﾃｨｶﾙｽﾞIntl,NYSE,医薬品,○
VSAR,VERSARTIS INC,VERSARTIS INC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VSAT,VIASAT INC,VIASAT INC,NASDAQ,通信機器 & ネットワーク,-
VSDA,VICTORY SHRS DVD,VICTORY SHRS DVD,NASDAQ,--,-
VSEC,VSE CORP,VSE CORP,NASDAQ,航空宇宙 & 防衛,-
VSH,VISHAY INTERTECH,ビシェイ・インターテクノロジー,NYSE,半導体関連,○
VSI,VITAMIN SHOPPE INC,ビタミンショップ,NYSE,小売,○
VSL,ETF SOL VLSHR LC,ETF SOL VLSHR LC,NYSE Arca,--,-
VSLR,VIVINT SOLAR INC,VIVINT SOLAR INC,NYSE,公益企業 - 電力,-
VSM,Versum Materials Inc,バーサム・マテリアルズ,NYSE,その他製造,○
VSMV,VS US MF MV ETF,VS US MF MV ETF,NASDAQ,--,-
VSS,Vanguard FTSE ALL-WORLD ex-US SMALL-CAP ETF,バンガード・FTSE・オールワールド（除く米国）スモールキャップETF,NYSE Arca,その他,○
VST,VISTRA ENERGY CORP.,ビストラ・エナジー,NYSE,電機・電力・エネルギー,○
VSTM,VERASTEM INC,VERASTEM INC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VSTO,VISTA OUTDOOR,VISTA OUTDOOR,NYSE,レクリエーショナル製品,-
VT,Vanguard TOTAL WORLD STOCK ETF,バンガード・トータル・ワールド・ストックETF,NYSE Arca,その他,○
VTA,INVESO DYNC CRIT,INVESO DYNC CRIT,NYSE,クローズドエンド型投資信託,-
VTC,VANGRD TOTL CORP,VANGRD TOTL CORP,NASDAQ,--,-
VTEB,VANGUARD TAX EXE,VANGUARD TAX EXE,NYSE Arca,--,-
VTGN,VISTAGEN THRPTCS,VISTAGEN THRPTCS,NASDAQ,医薬品,-
VTHR,VANGUARD RUSSELL 3000 ETF,バンガード・ラッセル3000 ETF,NASDAQ,その他,○
VTI,Vanguard TOTAL STOCK MKT ETF,バンガード・トータル・ストック・マーケットETF,NYSE Arca,その他,○
VTIP,VANGUARD SHORT-TERM INFLATION-PROTECTED SECURITIES ETF,バンガード・米国短期インフレ連動債ETF,NASDAQ,その他,○
VTIQ,VECTOIQ ACQU ORD,VECTOIQ ACQU ORD,NASDAQ,--,-
VTL,VITAL THERAPIES,VITAL THERAPIES,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VTN,BNFCL INTRT INVS,BNFCL INTRT INVS,NYSE,クローズドエンド型投資信託,-
VTNR,VERTEX ENERGY IN,VERTEX ENERGY IN,NASDAQ,環境サービス & 装置,-
VTR,VENTAS INC,VENTAS INC,NYSE,専門 REIT,-
VTSI,VIRTRA INC,VIRTRA INC,NASDAQ,航空宇宙 & 防衛,-
VTV,VANGUARD VALUE ETF ,バンガード・米国バリューETF,NYSE Arca,その他,○
VTVT,VTV THRPUTS INC,VTV THRPUTS INC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VTWG,VANGUARD RUSSELL 2000 GROWTH ETF,バンガード・ラッセル2000グロース株ETF,NASDAQ,その他,○
VTWO,VANGUARD RUSSELL 2000 ETF,バンガード・ラッセル2000 ETF,NASDAQ,その他,○
VTWV,VANGUARD RUSSELL 2000 VALUE ETF,バンガード・ラッセル2000バリュー株ETF,NASDAQ,その他,○
VUG,VANGUARD GROWTH ETF ,バンガード・米国グロースETF,NYSE Arca,その他,○
VUSE,ETFS VC US EQTY,ETFS VC US EQTY,NYSE Arca,--,-
VUZI,VUZIX CORP,VUZIX CORP,NASDAQ,電話 & 携帯端末機器,-
VV,VANGUARD LARGE-CAP ETF,バンガード・米国ラージキャップETF,NYSE Arca,その他,○
VVC,VECTREN CORPORATION,ベクトレン,NYSE,電機・電力・エネルギー,○
VVI,VIAD,VIAD,NYSE,広告 & マーケティング,-
VVPR,VIVOPOWER INTERN,VIVOPOWER INTERN,NASDAQ,公益企業 - 電力,-
VVR,INV SEN INC TRST,INV SEN INC TRST,NYSE,クローズドエンド型投資信託,-
VVUS,"VIVUS, INC.",ヴィーヴァス,NASDAQ,医薬品,○
VVV,VALVOLINE INC,バルボリン,NYSE,その他製造,○
VWO,Vanguard FTSE Emerging Markets ETF,バンガード・FTSE・エマージング・マーケッツETF,NYSE Arca,その他,○
VWOB,Vanguard Emerging Markets Government Bond ETF ,バンガード・米ドル建て新興国政府債券ETF,NASDAQ,その他,○
VXF,VANGUARD EXTENDED MARKET ETF,バンガード・米国エクステンデッド・マーケットETF,NYSE Arca,その他,○
VXRT,VAXART INC,VAXART INC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VXUS,VANGUARD TOTAL INTERNATIONAL STOCK ETF,バンガード・トータル・インターナショナル・ストック(除く米国)ETF,NASDAQ,その他,○
VYGR,VOYAGE THERPETIC,VOYAGE THERPETIC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VYM,Vanguard High Dividend Yield ETF,バンガード・米国高配当株式ETF,NYSE Arca,その他,○
VYMI,VNGRD INTL YLD,VNGRD INTL YLD,NASDAQ,--,-
VZ,VERIZON COMMUNICATIONS INC.,ベライゾン・コミュニケーションズ,NYSE,通信関連,○
VZIO,VZIO,VZIO,NASDAQ,--,-
W,WAYFAIR INC,WAYFAIR INC,NYSE,小売 - 百貨店,-
WAAS,AQUAVENTURE HLDN,AQUAVENTURE HLDN,NYSE,公益事業 - 水道,-
WAB,WABTEC CORP,ワブテック,NYSE,その他製造,○
WABC,WESTAMER BNCRP,WESTAMER BNCRP,NASDAQ,銀行,-
WAFD,WASHINGTON FEDERAL INC,ワシントン・フェデラル,NASDAQ,金融（銀行）,○
WAFU,WAFU,WAFU,NASDAQ,--,-
WAGE,WAGEWORKS,WAGEWORKS,NYSE,事業サポート サービス,-
WAIR,WSCO ARCRFT HLDS,WSCO ARCRFT HLDS,NYSE,航空宇宙 & 防衛,-
WAL,WESTERN ALLI BK,WESTERN ALLI BK,NYSE,銀行,-
WALL,WALL,WALL,NASDAQ,--,-
WASH,WASH TR BNCP,WASH TR BNCP,NASDAQ,銀行,-
WAT,WATERS CORPORATION,ウォーターズ,NYSE,化学,○
WATT,ENERGOUS CORP,ENERGOUS CORP,NASDAQ,電気部品 & 装置,-
WB,WEIBO CORP,ウェイボー,NASDAQ,コンピュータ関連,○
WBA,WALGREEN BOOTS ALLIANCE INC,ウォルグリーン・ブーツ・アライアンス,NASDAQ,小売,○
WBAI,500.COM LTD,500.COM LTD,NYSE,カジノ & ゲーム,-
WBAL,WISDOMTREE T ECL,WISDOMTREE T ECL,NYSE Arca,--,-
WBC,WABCO HOLDINGS,WABCO HOLDINGS,NYSE,重機,-
WBIA,WBI BLBR RS 2000,WBI BLBR RS 2000,NYSE Arca,--,-
WBIB,WBI BLBR VL 2000,WBI BLBR VL 2000,NYSE Arca,--,-
WBIC,WBI BLBR YL 2000,WBI BLBR YL 2000,NYSE Arca,--,-
WBID,WBI BLBR QL 2000,WBI BLBR QL 2000,NYSE Arca,--,-
WBIE,WBI BLBR RS 1000,WBI BLBR RS 1000,NYSE Arca,--,-
WBIF,WBI BLBR VL 1000,WBI BLBR VL 1000,NYSE Arca,--,-
WBIG,WBI BLBR YL 1000,WBI BLBR YL 1000,NYSE Arca,--,-
WBIH,WBI BLBR GB HIGH,WBI BLBR GB HIGH,NYSE Arca,--,-
WBII,WBI BULBR GB INC,WBI BULBR GB INC,NYSE Arca,--,-
WBIL,WBI BLBR QL 1000,WBI BLBR QL 1000,NYSE Arca,--,-
WBIR,WBI BLBR GB ROTA,WBI BLBR GB ROTA,NYSE Arca,--,-
WBIY,WBI POWR FCTR HD,WBI POWR FCTR HD,NYSE Arca,--,-
WBK,WESTPAC BANK ADR,WESTPAC BANK ADR,NYSE,銀行,-
WBS,WEBSTER FINANCIAL CORP,ウェブスター・ファイナンシャル,NYSE,金融（銀行）,○
WBT,WELBILT INC,WELBILT INC,NYSE,産業機械 & 装置,-
WCC,WESCO INTERNATIONAL INC,ウェスコ・インターナショナル,NYSE,小売,○
WCFB,WCF BANCORP INC,WCF BANCORP INC,NASDAQ,銀行,-
WCG,WELLCARE HEALTH,WELLCARE HEALTH,NYSE,管理健康医療,-
WCHN,WISDOMTREE T ECL,WISDOMTREE T ECL,NYSE Arca,--,-
WCN,WASTE CONNECTION,WASTE CONNECTION,NYSE,環境サービス & 装置,-
WD,WALKER & DUNLOP,WALKER & DUNLOP,NYSE,銀行,-
WDAY,WORKDAY INC,ワークデイ,NASDAQ,ソフトウェア・ソフトウェアサービス,○
WDC,WESTERN DIGITAL CORPORATION,ウエスタンデジタル,NASDAQ,コンピュータ関連,○
WDFC,WD-40 CO,WD-40 CO,NASDAQ,家庭用品,-
WDIV,SPDR SP GLOB ETF,SPDR SP GLOB ETF,NYSE Arca,--,-
WDR,WADDELL & REED,WADDELL & REED,NYSE,投資管理 & ファンド オペレーター,-
WDRW,DREXN REG BER3X,DREXN REG BER3X,NYSE Arca,--,-
WEA,WSTRN ASSET BND,WSTRN ASSET BND,NYSE,クローズドエンド型投資信託,-
WEAT,TRM WHEAT FD,TRM WHEAT FD,NYSE Arca,--,-
WEB,WEBCOM GROUP INC,WEBCOM GROUP INC,NASDAQ,IT サービス & コンサルティング,-
WEBK,WELLESLEY BANCRP,WELLESLEY BANCRP,NASDAQ,銀行,-
WEC,WEC ENERGY GROUP INC,WECエナジー,NYSE,電機・電力・エネルギー,○
WELL,WELLTOWER INC,WELLTOWER INC,NYSE,専門 REIT,-
WEN,WENDY'S CO,WENDY'S CO,NASDAQ,レストラン & バー,-
WERN,WERNER ENT,WERNER ENT,NASDAQ,陸運貨物 & 物流,-
WETF,WSDM TRE INVST,WSDM TRE INVST,NASDAQ,投資管理 & ファンド オペレーター,-
WEX,WEX INC,WEX INC,NYSE,情報処理サービス,○
WEYS,WEYCO GRP INC,WEYCO GRP INC,NASDAQ,製靴,-
WF,WOORI BANK,WOORI BANK,NYSE,銀行,-
WFC,WELLS FARGO & COMPANY,ウェルズ・ファーゴ,NYSE,金融（銀行）,○
WFT,WEATHERFORD INTERNATIONAL PLC,ウェザーフォード・インターナショナル,NYSE,石油・ガス・パイプライン,○
WGL,WGL HOLDINGS INC,ＷＧＬホールディングズ,NYSE,電機・電力・エネルギー,○
WGO,WINNEBAGO INDS,WINNEBAGO INDS,NYSE,レクリエーショナル製品,-
WGRD,WGRD,WGRD,NASDAQ,--,-
WH,WYNDHAM HOTELS & RESORTS INC,ウィンダム・ホテルズ・アンド・リゾーツ,NYSE,ホテル・モーテル,○
WHD,CACTUS INC ORD,CACTUS INC ORD,NYSE,石油関連サービス & 装置,-
WHF,WHITEHORSE FNANC,WHITEHORSE FNANC,NASDAQ,クローズドエンド型投資信託,-
WHG,WESTWOOD HLDGS,WESTWOOD HLDGS,NYSE,投資管理 & ファンド オペレーター,-
WHLM,WILHELMINA INTER,WILHELMINA INTER,NASDAQ,雇用サービス,-
WHLR,WHEELER RLST INV,WHEELER RLST INV,NASDAQ,商業 REIT,-
WHR,WHIRLPOOL CORPORATION,ワールプール,NYSE,その他製造,○
WIA,WST AST INFL INC,WST AST INFL INC,NYSE,クローズドエンド型投資信託,-
WIFI,BOINGO WIRELS,BOINGO WIRELS,NASDAQ,無線通信サービス,-
WILC,G WILLI-FOOD,G WILLI-FOOD,NASDAQ,小売 - 食品販売 & 流通,-
WIN,WINDSTREAM HOLDI,WINDSTREAM HOLDI,NASDAQ,総合通信サービス,-
WINA,WINMARK CORP,WINMARK CORP,NASDAQ,小売 - その他専門,-
WING,WINGSTOP INC.,ウイング・ストップ ,NASDAQ,外食・レストラン,○
WINS,WINS FIN HOLD IN,WINS FIN HOLD IN,NASDAQ,投資信託,-
WIP,SPDR INFN PTD BD,SPDR INFN PTD BD,NYSE Arca,--,-
WIRE,ENCORE WIRE CP,ENCORE WIRE CP,NASDAQ,電気部品 & 装置,-
WISA,WISA,WISA,NASDAQ,--,-
WIT,WIPRO LIMITED,ウィプロ,NYSE,ソフトウェア・ソフトウェアサービス,○
WIW,WST AST INFL OPP,WST AST INFL OPP,NYSE,クローズドエンド型投資信託,-
WIX,WIX.COM LTD,Wix.com,NASDAQ,ソフトウェア・ソフトウェアサービス,○
WK,WORKIVA INC,WORKIVA INC,NYSE,ソフトウェア,-
WKHS,WORKHORSE GROUP,WORKHORSE GROUP,NASDAQ,自動車 & トラック製造,-
WLDN,WILLDAN GROUP,WILLDAN GROUP,NASDAQ,事業サポート サービス,-
WLFC,WILLS LEASE FINL,WILLS LEASE FINL,NASDAQ,企業金融サービス,-
WLH,WILLIAM LYON HMS,WILLIAM LYON HMS,NYSE,住宅建設,-
WLK,WESTLAKE CHM,WESTLAKE CHM,NYSE,化学 - 汎用化学製品,-
WLL,WHITING PETROLEUM CORPORATION,ホワイティング・ペトロレウム,NYSE,石油・ガス・パイプライン,○
WLTW,WILLIS TOWERS WATSON PLC,ウィリス・タワーズ・ワトソン,NASDAQ,金融（保険）,○
WM,"WASTE MANAGEMENT, INC.",ウェイスト・マネジメント,NYSE,医療・医療サービス,○
WMB,WILLIAMS COS INC,ウィリアムズ・カンパニーズ,NYSE,石油・ガス・パイプライン,○
WMC,WST AST MRTG CAP,WST AST MRTG CAP,NYSE,専門 REIT,-
WMCR,INVS WLSR MCR-CP,INVS WLSR MCR-CP,NYSE Arca,--,-
WMGI,WRIGHT MED GP NV,WRIGHT MED GP NV,NASDAQ,医療機器 / 医療用品 & ディストリビューター,-
WMIH,WMIH CORP,WMIH CORP,NASDAQ,再保険,-
WMK,WEIS MARKETS INC,WEIS MARKETS INC,NYSE,小売 - 食品販売 & 流通,-
WMS,ADVANCED DRA SYS,ADVANCED DRA SYS,NYSE,建設業 - 資材 & 設備,-
WMS,ADVANCED DRA SYS,ADVANCED DRA SYS,NYSE,カジノ & ゲーム,-
WMT,WALMART INC.,ウォルマート,NYSE,小売,○
WNC,WABASH NATL CORP,WABASH NATL CORP,NYSE,重機,-
WNEB,WSTRN NW ENGLAND,WSTRN NW ENGLAND,NASDAQ,銀行,-
WNS,WNS (HOLDINGS) LIMITED,ＷＮＳホールディングス,NYSE,情報処理サービス,○
WOOD,iShares Global Timber & Forestry ETF,iシェアーズ グローバル・ティンバー＆フォレストリー ETF,NASDAQ,その他,○
WOR,WORTHINGTON INDS,WORTHINGTON INDS,NYSE,鉄鋼,-
WOW,WIDEOPENWEST INC,WIDEOPENWEST INC,NYSE,放送,-
WP,"WORLDPAY, INC.",ワールドペイ,NYSE,金融（その他）,○
WPC,W P CAREY INC,W P CAREY INC,NYSE,商業 REIT,-
WPG,WSHNGTN PRM GRP,WSHNGTN PRM GRP,NYSE,商業 REIT,-
WPM,WHEATON PRECIOUS METALS,ウィートン・プレシャス・メタルズ,NYSE,鉄鋼・鉱業,○
WPP,WPP PLC,WPP PLC,NYSE,広告 & マーケティング,-
WPRT,WESTPORT FUEL SYSTEMS INC,ウェストポート・フューエル・システムズ,NASDAQ,その他製造,○
WPS,ISH INTL DEVD PR,ISH INTL DEVD PR,NYSE Arca,--,-
WPX,"WPX ENERGY, INC.",WPXエナジー,NYSE,石油・ガス・パイプライン,○
WRB,WR BERKLEY CORP,Ｗ．Ｒ．バークレー,NYSE,金融（保険）,○
WRD,WILDHORSE RESORC,WILDHORSE RESORC,NYSE,石油 & ガス探査 / 生産,-
WRE,WASHINGTON REIT,WASHINGTON REIT,NYSE,商業 REIT,-
WREI,INVSC WILSHRE US,INVSC WILSHRE US,NYSE Arca,--,-
WRI,WEINGARTEN,WEINGARTEN,NYSE,商業 REIT,-
WRK,WESTROCK COMPANY,ウェストロック,NYSE,その他製造,○
WRLD,WORLD ACCEPT,WORLD ACCEPT,NASDAQ,消費者金融サービス,-
WRLS,PENSARE ACQU ORD,PENSARE ACQU ORD,NASDAQ,持株会社,-
WSBC,WESBANCO,WESBANCO,NASDAQ,銀行,-
WSBF,WATERSTONE FINAN,WATERSTONE FINAN,NASDAQ,銀行,-
WSC,WILLSCT CORP ORD,WILLSCT CORP ORD,NASDAQ,企業金融サービス,-
WSCI,WSI INDUSTRIES,WSI INDUSTRIES,NASDAQ,産業機械 & 装置,-
WSFS,WSFS FINANCIAL,WSFS FINANCIAL,NASDAQ,銀行,-
WSM,"WILLIAMS-SONOMA, INC.",ウィリアムズ・ソノマ,NYSE,小売,○
WSO,WATSCO INC,ワッコ,NYSE,小売,○
WSO.B,WATSCO INC,WATSCO INC,NYSE,--,-
WSPT,WORKSPAC PROPRTY,WORKSPAC PROPRTY,NYSE,商業 REIT,-
WSR,WHITESTONE REIT,WHITESTONE REIT,NYSE,商業 REIT,-
WST,WEST PHARMACEUTICAL SVSC INC,ウエスト ファーマシューティカル サービシズ,NYSE,医療・医療サービス,○
WSTG,WAYSIDE TECH GRP,WAYSIDE TECH GRP,NASDAQ,コンピューター ハードウェア,-
WSTL,WESTELL TECH A,WESTELL TECH A,NASDAQ,電話 & 携帯端末機器,-
WTBA,WEST BANCORPTN,WEST BANCORPTN,NASDAQ,銀行,-
WTFC,WINTRUST FINANCIAL CORP,ウィントラスト・ファイナンシャル,NASDAQ,金融（銀行）,○
WTI,W&T OFFSHORE,W&T OFFSHORE,NYSE,石油 & ガス探査 / 生産,-
WTM,WHITE MTN INS,WHITE MTN INS,NYSE,保険 - 損害 & 災害,-
WTMF,WSDMTR MNG FUTUR,WSDMTR MNG FUTUR,NYSE Arca,--,-
WTR,AQUA AMERICA INC,アクアアメリカ,NYSE,サービス,○
WTS,WTTS WTER TECH,WTTS WTER TECH,NYSE,産業機械 & 装置,-
WTTR,SELECT ENRG SRVC,SELECT ENRG SRVC,NYSE,石油関連サービス & 装置,-
WTW,WEIGHT WATCHERS,WEIGHT WATCHERS,NYSE,パーソナル サービス,-
WU,THE WESTERN UNION COMPANY,ウエスタン・ユニオン,NYSE,通信関連,○
